Revenue,Sales,other Rev,COGS,Gross Profit,total other Income,Total salary and expense,Total operating expense,Total Amortization and Depreciation,Total Financial Charges,Total Selling and Distribution expense,Tax,Net Income,Cash,Receivables,Inventories,Total Current Asset,Total Fixed Asset,Intangible Asset,Total Asset,Trade Payables,Term Loan,Hire Purchase Creditors,Income Tax Payables,Amount owing to directors/shareholders/related parties,Total Current Liabilities,Long Term Loan,Hire Purchase Creditor_Long,Total Liabilities,Paid Up Capital,Retained Earning,Total Equity,EBITDA,EBIT,Current Ratio,Cash Ratio,Gross Margin Ratio,Operating Margin Ratio,Net Profit Ratio,Net Profit to TA Ratio,Net Profit to TL Ratio,Debt to Equity Ratio,Debt to Asset Ratio,EBITDA to TA Ratio,EBITDA to Equity Ratio,EBITDA to Sales Ratio,Equity to TA Ratio,Equity to FA Ratio,Equity to TL Ratio,Cash to Equity,Cash to TA,Cash to Sales,Label
985418.0,985418.0,0.0,626885.0,358533.0,0.0,52500.0,280776.0,0.0,5126.0,0.0,0.0,20131.0,34916.0,358533.0,0.0,393449.0,1240350.0,0.0,1633799.0,0.0,271080.0,0.0,3248.0,0.0,1725309.0,654780.0,0.0,2380089.0,100000.0,-846290.0,-746290.0,20131.0,20131.0,0.22804552691720728,0.02023753426197858,0.3638384929035191,0.020428894134265865,0.020428894134265865,0.01232158913060909,0.008458087071533879,-3.189228048077825,1.4567820154131568,0.01232158913060909,-0.02697476852162028,0.020428894134265865,-0.4567820154131567,-0.6016769460232999,-0.31355550149595246,-0.04678610191748516,0.021371049927194227,0.03543267932998991,0
790000.0,790000.0,0.0,501508.0,288492.0,0.0,36750.0,168465.6,0.0,4100.8,0.0,0.0,79175.6,34916.0,358533.0,0.0,393449.0,1240350.0,0.0,1633799.0,0.0,271080.0,0.0,3248.0,0.0,1725309.0,654780.0,0.0,2380089.0,100000.0,-846290.0,-746290.0,79175.6,79175.6,0.22804552691720728,0.02023753426197858,0.365179746835443,0.10022227848101267,0.10022227848101267,0.04846104080122463,0.03326581484978083,-3.189228048077825,1.4567820154131568,0.04846104080122463,-0.10609226976108484,0.10022227848101267,-0.4567820154131567,-0.6016769460232999,-0.31355550149595246,-0.04678610191748516,0.021371049927194227,0.04419746835443038,0
1650000.0,1650000.0,0.0,1236368.4,413631.6,1786.0,187031.5,72400.5,26579.4,4546.2,0.0,2177.0,122683.0,80005.0,753150.0,185733.0,1063280.0,137520.0,0.0,1200800.0,315684.0,99518.0,12628.0,140.0,0.0,665878.0,34430.0,60804.0,761112.0,100000.0,339688.0,439688.0,151439.4,124860.0,1.5968090250766658,0.12014963702059536,0.2506858181818182,0.07567272727272727,0.07435333333333333,0.10216772151898734,0.16118915481558563,1.7310274558323175,0.6338374417055297,0.12611542305129914,0.34442468295700585,0.09178145454545454,0.36616255829447036,3.197265852239674,0.5776915880974154,0.18195857062280527,0.06662641572285143,0.04848787878787879,1
1210000.0,1210000.0,0.0,256956.42,953043.58,0.0,162748.6,0.0,8757.0,2100.0,0.0,0.0,779437.98,158990.18,186614.16,0.0,346679.34,37572.0,0.0,254501.0,89687.0,33333.34,0.0,0.0,0.0,129750.34,0.0,0.0,129750.34,100000.0,39295.0,254501.0,788194.98,779437.98,2.671895426247053,1.225354631055302,0.7876393223140495,0.6441636198347107,0.6441636198347107,3.062612641993548,6.007213391502481,0.5098225154321594,0.5098225154321594,3.0970211511939048,3.0970211511939048,0.6514008099173554,1.0,6.773687852656233,1.9614669217822474,0.6247133803010597,0.6247133803010597,0.1313968429752066,0
2970000.0,2970000.0,0.0,1185907.8,1784092.2,3913.2,584432.8,540752.5,0.0,1964.2,0.0,0.0,660855.9,7339.0,2486200.0,0.0,7105802.0,6496.0,0.0,7112298.0,63271.0,0.0,70070.0,70305.0,1549731.0,4104829.0,0.0,0.0,4104829.0,100000.0,2907470.0,3007470.0,660855.9,660855.9,1.731083560362685,0.001787894209478641,0.6007044444444444,0.22251040404040404,0.22251040404040404,0.09291735245064253,0.16099474545711892,1.3648777876421045,0.5771452489757881,0.09291735245064253,0.21973815200151622,0.22251040404040404,0.4228548916257446,462.9725985221675,0.732666330314856,0.002440257093171337,0.0010318746486719201,0.002471043771043771,0
227900.0,227900.0,0.0,158900.0,69000.0,0.0,0.0,26030.0,0.0,0.0,0.0,0.0,42970.0,6720.0,10570.0,0.0,17290.0,40500.0,0.0,57790.0,20500.0,0.0,0.0,0.0,0.0,20500.0,0.0,0.0,20500.0,25500.0,11790.0,37290.0,42970.0,42970.0,0.8434146341463414,0.3278048780487805,0.30276437033786746,0.18854760860026326,0.18854760860026326,0.7435542481398166,2.09609756097561,0.5497452400107268,0.35473265270808096,0.7435542481398166,1.1523196567444356,0.18854760860026326,0.645267347291919,0.9207407407407407,1.8190243902439025,0.18020917135961384,0.11628309396089288,0.02948661693725318,0
12710000.0,12710000.0,3636000.0,6306300.0,10039700.0,1925500.0,1174400.0,1531400.0,149000.0,0.0,0.0,-65000.0,9175400.0,901000.0,4360000.0,6479000.0,11740000.0,10838000.0,2502000.0,1703000.0,712000.0,0.0,1314000.0,6231000.0,0.0,86000.0,6464000.0,200000.0,4175000.0,4375000.0,6440.0,4381440.0,9259400.0,9110400.0,136.51162790697674,10.476744186046512,0.7899055861526357,0.7167899291896145,0.721904012588513,5.3877862595419845,2.197700598802395,0.9528830704060766,2.451556077510276,5.437110980622431,2.1133234735612034,0.7285129819040126,2.5727774515560773,0.4042664698283816,1.0494467065868263,0.2056401548349401,0.5290663534938345,0.07088906372934697,0
6505951.0,5611390.47,894560.99,4903806.12,1602145.34,7565.45,772143.0,327860.2,0.0,99741.42,0.0,64511.85,345454.58,185999.17,4406944.0,1934819.53,8822331.27,407265.2,160000.0,9284202.07,256181.05,369235.83,0.0,42974.0,1350460.41,3784812.41,0.0,0.0,3805812.41,528467.0,4949922.8,5478389.8,409966.43,409966.43,2.3309824409500917,0.049143563762516836,0.28551663773275077,0.06301406665989338,0.06156309774678718,0.037208860534850466,0.09077025948317825,0.6946954395249495,0.40992347875513224,0.04415742213590144,0.07483338078644933,0.07305968675532216,0.5900765363242465,13.451652142142269,1.4394797246457032,0.03395143040022454,0.02003394245381822,0.03314671666397153,0
420000.0,420000.0,0.0,117511.8,302488.2,8497.8,149423.4,29355.2,18446.0,6050.0,0.0,0.0,107711.4,1512.0,324697.0,151668.0,848580.0,277857.0,0.0,1126437.0,146557.0,23233.0,13308.0,0.0,0.0,482582.0,31637.0,45750.0,559969.0,500000.0,66468.0,566468.0,126157.4,107711.4,1.7584161862647176,0.0031331462839475984,0.72021,0.2564557142857143,0.2564557142857143,0.09562132635913059,0.19235243379544223,0.9885271542258345,0.4971152403552085,0.11199685379652834,0.22270878496225735,0.30037476190476187,0.5028847596447915,2.0387033618012143,1.011605999617836,0.002669171074094212,0.0013422854540466977,0.0036,0
4230000.0,4230000.0,0.0,1097200.5,3132799.5,14177.8,408814.8,516490.0,23504.4,63330.0,0.0,0.0,2134838.1,26770.0,1017643.0,453867.0,1568987.0,88160.0,0.0,1657147.0,518499.0,0.0,0.0,0.0,31317.0,1043457.0,257097.0,44985.0,1345539.0,200002.0,111606.0,311608.0,2158342.5,2134838.1,1.5036431783964266,0.025655106056119228,0.7406145390070922,0.5046898581560284,0.5046898581560284,1.2882611500367802,1.5866044016561394,4.318050242612514,0.811961159752273,1.302444804232817,6.92646690713974,0.5102464539007092,0.18803884024772696,3.534573502722323,0.23158600382448966,0.08590921927549999,0.016154269959152687,0.006328605200945627,0
1028225.35,1028225.35,0.0,889919.2,138306.15,39022.0,0.0,122564.29,0.0,2443.31,0.0,0.0,52320.55,27501.7,10290.15,0.0,285590.09,164855.39,0.0,450445.48,17026.61,50753.04,99851.54,0.0,151259.49,369914.59,0.0,0.0,369914.59,60000.0,20530.89,80530.89,52320.55,52320.55,0.7720433249199498,0.07434608080746423,0.13450957029993474,0.05088432219649127,0.05088432219649127,0.11615290267758932,0.14143954148983418,4.593449668816525,0.8212194514639153,0.11615290267758932,0.64969541501404,0.05088432219649127,0.17878054853608477,0.4884941280961453,0.21770130775323027,0.3415049802628532,0.0610544476991977,0.026746763246014115,1
3098104.0,3098104.0,0.0,2031147.0,1066957.0,71328.0,487746.0,333299.0,51187.0,0.0,0.0,6044.0,260009.0,164007.0,1146514.0,0.0,1402078.0,355950.0,0.0,1758028.0,66914.0,38882.0,46532.0,5879.0,148124.0,655522.0,185896.0,226775.0,1068193.0,150000.0,539835.0,689835.0,317240.0,266053.0,2.1388725321194406,0.25019297597944845,0.3443903109772945,0.08587607130038243,0.08392520070339794,0.14789809946144203,0.24341013281307777,1.5484760848608725,0.6076086387702585,0.1804521884748138,0.4598780867888698,0.10239811187745795,0.3923913612297415,1.9380109565950274,0.6457962184736279,0.23774815716801845,0.09329032302102128,0.052937861350038605,0
681118.0,681118.0,0.0,262750.43,418367.57,480.0,112600.0,284805.41,0.0,0.0,0.0,0.0,21442.16,28555.32,192530.0,0.0,523355.32,49814.0,0.0,573169.32,28118.0,0.0,0.0,13761.89,0.0,41879.89,193545.8,19048.0,254473.69,120000.0,198695.63,318695.63,21442.16,21442.16,12.496578190630396,0.6818384671019909,0.6142365493203821,0.03148083004706967,0.03148083004706967,0.03740981809703283,0.0842608129744179,0.7984850309996406,0.4439764675471465,0.03740981809703283,0.067280997859933,0.03148083004706967,0.5560235324528536,6.397712088970972,1.2523716302459402,0.08960060104997361,0.04982004270570519,0.04192418934751394,0
669395.97,669395.97,0.0,206084.69,463311.28,1511.0,197814.7,201030.36,0.0,527.22,0.0,0.0,65450.0,21474.73,436578.62,0.0,507883.27,1652.7,0.0,509535.97,13615.52,0.0,-8695.74,0.0,431357.37,436277.15,0.0,0.0,436277.15,100000.0,-26741.18,73258.82,65450.0,65450.0,1.1641298885353037,0.049222678749047476,0.6921333571816992,0.09777471471780746,0.09777471471780746,0.12845020538981772,0.15001931684939263,5.955284974560059,0.8562244388752379,0.12845020538981772,0.8934077835269527,0.09777471471780746,0.14377556112476222,44.32675016639439,0.16791807684633495,0.2931350791617992,0.04214566049183927,0.03208075782111446,0
69860000.0,69860000.0,23659500.0,0.0,93519500.0,1283000.0,853600.0,1274900.0,1359600.0,0.0,362600.0,1373000.0,89578800.0,12532000.0,25763000.0,6990000.0,45285000.0,33726000.0,17901000.0,3378000.0,0.0,0.0,0.0,21279000.0,1308000.0,22587000.0,22645000.0,6200000.0,4963000.0,11081000.0,-84386.0,10996614.0,92311400.0,90951800.0,2.00491433125249,0.5548324257316155,1.338670197537933,1.3019152590896077,1.2822616661895219,26.51829484902309,18.049325005037275,0.4513207429123183,1.4692125518058023,27.327235050325637,8.394529443335921,1.3213770397938736,3.2553623445825934,0.32605746308486033,2.2157191214990934,1.1396235241138772,3.709887507400829,0.17938734612081306,1
6240000.0,6240000.0,4733000.0,1498000.0,9475000.0,551000.0,355000.0,184500.0,209000.0,0.0,0.0,466000.0,8811500.0,5464000.0,9629000.0,5626000.0,36000.0,15290000.0,6519000.0,780000.0,435000.0,79000.0,0.0,7976000.0,0.0,8490000.0,8028000.0,1273000.0,2367000.0,7262000.0,-18751.0,7243249.0,9486500.0,9277500.0,0.004240282685512367,0.6435806831566548,1.5184294871794872,1.4867788461538463,1.412099358974359,11.296794871794871,3.722644697929869,0.3267870537102894,3.0346153846153845,12.162179487179488,1.30970231728883,1.520272435897436,9.286216666666666,0.47372459123610206,3.060096746937051,0.7543576094098104,7.005128205128205,0.8756410256410256,0
6230000.0,6230000.0,0.0,1045165.8,5184834.2,222189.8,1788634.4,874223.0,386814.6,11113.1,0.0,0.0,2346238.9,219652.0,600275.0,41563.0,996549.0,876558.0,0.0,1873107.0,367200.0,0.0,0.0,0.0,3396.0,445688.0,0.0,0.0,2145688.0,2678497.0,-2951078.0,-272581.0,2733053.5,2346238.9,2.235978980811689,0.4928380391664124,0.8322366292134832,0.3766033547351525,0.3766033547351525,1.2525920302470708,1.093466943935931,-7.871744545657988,1.1455234538123023,1.4591016423514513,-10.026573752389199,0.43869237560192614,-0.14552345381230222,-0.31096744311272045,-0.12703664279242835,-0.8058228563252758,0.11726612521334873,0.035257142857142855,0
1710000.0,1710000.0,0.0,456066.0,1253934.0,0.0,232117.2,504599.2,21485.2,4514.0,0.0,875.0,490343.4,2852.0,0.0,0.0,346086.0,0.0,0.0,346086.0,0.0,15000.0,0.0,875.0,0.0,82980.0,0.0,0.0,82980.0,100000.0,163106.0,263106.0,512703.60000000003,491218.4,4.170715835140998,0.03436972764521572,0.7332947368421052,0.28726222222222225,0.2867505263157895,1.4168252977583606,5.9091757049891545,0.31538619415748786,0.23976699433088886,1.4814340944158388,1.9486579553487948,0.2998266666666667,0.7602330056691111,0.0,3.1707158351409976,0.01083973759625398,0.00824072629346463,0.0016678362573099416,0
3544823.63,3544823.63,0.0,22781.0,3522042.65,203650.69,3193635.77,3458211.0,0.0,11790.08,9812.3,0.0,245880.12,175357.23,1526426.0,0.0,1558247.31,370519.36,0.0,1938767.0,96982.26,0.0,0.0,0.0,237323.95,1463525.14,0.0,0.0,1463525.14,500000.0,387868.93,887868.93,245880.12,245880.12,1.0647219288628005,0.11981839273358845,0.9935734517770635,0.06936314628437523,0.06936314628437523,0.1268229343701435,0.16800539552057167,1.648357196146057,0.7548741751845374,0.1268229343701435,0.2769329026976988,0.06936314628437523,0.4579554582886959,2.3962821537854326,0.6066646248386277,0.19750350989306495,0.09044781038670455,0.049468534489542436,0
2657843.0,2657843.0,0.0,1293127.0,1364716.0,40756.0,969631.0,260913.0,78911.0,65112.0,0.0,0.0,30905.0,159813.0,857015.0,0.0,1071010.0,1044883.0,0.0,2115893.0,44500.0,328756.0,54408.0,0.0,113885.0,790382.0,521274.0,192972.0,1504628.0,200000.0,411265.0,611265.0,109816.0,30905.0,1.3550536322942577,0.2021971654212773,0.5134674997733124,0.011627850102507937,0.011627850102507937,0.014606126113182473,0.020539960707895905,2.46149869532854,0.7111077923127492,0.05190054506536956,0.17965366903061683,0.041317715154732614,0.2888922076872507,0.585008082244615,0.4062565630840314,0.26144634487497237,0.0755298117626931,0.060128833794923175,0
6442610.85,6442610.85,0.0,4920822.31,1521788.54,18051.85,407499.54,386276.82,0.0,169559.32,0.0,0.0,576504.71,270688.74,2514196.0,0.0,2961445.21,2317250.23,0.0,5278695.44,2018074.0,1212964.47,0.0,0.0,0.0,3293645.03,173264.85,0.0,3466909.88,400080.0,1411705.56,1811785.56,576504.71,576504.71,0.899139155259849,0.08218515885423149,0.23620680736909636,0.08948308743496435,0.08948308743496435,0.10921348210989038,0.16628776921077626,1.913532129045117,0.6567739926287545,0.10921348210989038,0.31819698905205973,0.08948308743496435,0.3432260073712455,0.7818687582997889,0.5225937860259581,0.1494044030243844,0.05127947673374389,0.04201537952583307,0
680000.0,680000.0,0.0,382350.0,297650.0,54975.5,141913.6,47939.5,10656.6,0.0,0.0,0.0,152115.8,21118.0,42489.0,0.0,210864.0,179872.0,0.0,390736.0,1650.0,0.0,0.0,16309.0,0.0,45512.0,138283.0,0.0,183795.0,100000.0,106941.0,206941.0,162772.4,152115.8,4.633151696255933,0.46400949200210934,0.43772058823529414,0.2236997058823529,0.2236997058823529,0.3893058228573768,0.8276384014799096,0.8881516954107692,0.47038153638262153,0.41657896892019164,0.78656428643913,0.23937117647058823,0.5296184636173785,1.1504903486924034,1.1259337849234201,0.102048409933266,0.054046722083452764,0.031055882352941176,0
48580000.0,48580000.0,0.0,40571398.0,8008602.0,44959.2,70188.0,941325.6,72495.0,229828.5,0.0,16684.0,6723040.1,773763.0,3941323.0,346512.0,7062686.0,3144428.0,0.0,10207114.0,5467.0,370167.0,6241.0,12687.0,1986520.0,6764501.0,466356.0,0.0,7252285.0,1400000.0,1554829.0,2954829.0,6812219.1,6739724.1,1.0440808568141242,0.11438582092012405,0.16485389048991356,0.13873454302181967,0.13839110951008646,0.6586621938385325,0.9270237035637733,2.4543839931177067,0.710512785494509,0.6673991394629275,2.305452904381269,0.14022682379580073,0.289487214505491,0.9397031829000377,0.4074342086666478,0.2618638845090528,0.07580624650611328,0.015927603952243723,0
1890000.0,1890000.0,0.0,859528.6,1030471.4,165.0,106332.1,235402.2,0.0,40125.1,0.0,2798.0,645979.0,132459.0,547647.0,0.0,680106.0,188690.0,0.0,868796.0,3550.0,50976.0,0.0,13347.0,0.0,67873.0,361833.0,0.0,429706.0,150000.0,289090.0,439090.0,648777.0,648777.0,10.020273157220101,1.9515713170185494,0.545222962962963,0.34326825396825394,0.3417878306878307,0.7435335798046953,1.5033045849953224,0.9786285271812157,0.49459942264927553,0.74675412870225,1.4775490218406249,0.34326825396825394,0.5054005773507244,2.327044358471567,1.0218381870395108,0.30166708419686167,0.1524627185208035,0.07008412698412698,0
1128659.53,1128659.53,0.0,546069.78,582589.75,24862.57,671001.24,180433.26,21765.21,48916.03,0.0,0.0,-314663.42,130379.25,186732.8,0.0,745026.9,285553.26,0.0,1030580.16,393103.21,365105.8,0.0,0.0,399307.92,1197340.16,0.0,0.0,1197340.16,200250.0,-367010.0,-166760.0,-292898.20999999996,-314663.42,0.622234954517854,0.10889073494369388,0.5161784705791657,-0.2787939246833808,-0.2787939246833808,-0.30532648717010036,-0.26280202611762393,-7.180020148716718,1.1618117701780712,-0.2842071110703314,1.7564056728232187,-0.2595098009760303,-0.16181177017807136,-0.5839891304340213,-0.1392753751782618,-0.7818376709042936,0.12651053752092414,0.11551689994590308,0
491805.0,491805.0,0.0,0.0,491805.0,0.0,357305.16,61544.46,541.66,3683.09,0.0,0.0,68730.63,-456.34,255427.0,0.0,260050.66,18958.34,0.0,279009.0,0.0,212403.98,13000.0,22816.2,19000.0,267220.18,0.0,0.0,267220.18,300000.0,-288211.0,11789.0,69272.29000000001,68730.63,0.9731699903802176,-0.001707730306895235,1.0,0.13975179186872846,0.13975179186872846,0.24633839768609617,0.25720598646404624,22.66690813470184,0.9577475278575243,0.24827976875297933,5.876010687929426,0.14085316334726164,0.04225311728295503,0.621837143969356,0.04411717707846765,-0.03870896598524048,-0.0016355744796762827,-0.0009278880857250333,0
1940000.0,1940000.0,0.0,1020052.0,919948.0,0.0,383247.7,75725.1,30633.4,38469.0,0.0,0.0,391872.8,4061.0,574585.0,394437.0,979060.0,15431.0,0.0,994491.0,287032.0,259640.0,14639.0,0.0,0.0,563410.0,0.0,49615.0,613025.0,240000.0,141466.0,381466.0,422506.2,391872.8,1.7377398342237447,0.007207894783550168,0.4742,0.2019962886597938,0.2019962886597938,0.39404358611591256,0.6392444027568207,1.607023954952735,0.616420862531687,0.4248466803621149,1.1075854728861811,0.21778670103092784,0.38357913746831296,24.720756917892555,0.6222682598588964,0.010645771838119256,0.00408349597935024,0.002093298969072165,0
1830000.0,1830000.0,0.0,604741.992,1225258.008,4290.24,2591.4,190558.068,0.0,0.0,0.0,0.0,1036398.78,316937.91,1134655.56,16878.72,1639369.21,2643.99,0.0,1642013.2,966246.23,0.0,0.0,0.0,0.0,1034119.13,0.0,0.0,1034119.13,1.0,607893.07,607894.07,1036398.78,1036398.78,1.5852808080245067,0.3064810434364559,0.6695398950819672,0.566338131147541,0.566338131147541,0.63117566898975,1.0022044365430123,1.7011502184911922,0.6297873427570497,0.63117566898975,1.7049002961979876,0.566338131147541,0.37021265724295027,229.91541949856088,0.5878375637437439,0.5213702940053355,0.1930178819512535,0.17319011475409835,0
521448.0,521448.0,0.0,167874.0,353574.0,14163.0,249039.0,41936.0,36892.0,12100.0,0.0,0.0,27770.0,1512.0,324697.0,151668.0,848580.0,277857.0,0.0,1126437.0,146557.0,23233.0,13308.0,0.0,0.0,482582.0,31637.0,45750.0,559969.0,500000.0,66468.0,566468.0,64662.0,27770.0,1.7584161862647176,0.0031331462839475984,0.6780618585170525,0.05325554993019438,0.05325554993019438,0.024652954404019045,0.04959203098742966,0.9885271542258345,0.4971152403552085,0.057404009278814526,0.11414943121235445,0.12400469461959773,0.5028847596447915,2.0387033618012143,1.011605999617836,0.002669171074094212,0.0013422854540466977,0.0028996179868366547,0
